logFC	AveExpr	t	P.Value	adj.P.Val	B	cpm_filter_value	qvalue	local_fdr	pi0_storey	pi0_lambda_0_5	threshold
SLC30A1	-1.53735963609815	6.65492813493949	-25.1219927695659	1.0651173849621e-11	1.36963951731032e-09	17.3524350629205	203.079511400084	2.65980016779483e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SPEG	-3.57441274877714	2.23522675051709	-25.1296066833042	1.06133907435405e-11	1.36963951731032e-09	17.2293926809912	24.22051339391	2.65980016779483e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
FAM43A	-3.60926236520083	6.43489878986611	-25.0960974303828	1.07807697586667e-11	1.37322597435394e-09	17.3664819568382	453.250710292565	2.66676496322156e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
MCAM	-3.66434840848845	4.3483980115118	-25.0336618532996	1.11003071842737e-11	1.38774395927836e-09	17.3971834552723	109.531712679362	2.69495846833731e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
PITX1	-5.0501823222282	3.98689338933093	-25.0513926652824	1.10085335860653e-11	1.38774395927836e-09	17.3968649447605	160.447057879239	2.69495846833731e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
PRKAG2	-2.66180547456105	5.38681572907255	-24.9616513383464	1.14816307071656e-11	1.40931798007409e-09	17.3110146833856	142.234622326795	2.73685459020532e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
CHSY1	-1.95590820173638	5.41276287903761	-24.9752036278459	1.14087968969264e-11	1.40931798007409e-09	17.3037538932332	104.317126461602	2.73685459020532e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
PLXNB2	-1.90328018431519	6.08798691520146	-24.6245211866315	1.34655712957033e-11	1.63794723995123e-09	17.1128041133229	162.378413364401	3.18084597341118e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
LRRC8D	-2.12453176201872	5.75705661456388	-24.5049306228367	1.42560594121054e-11	1.7186188766272e-09	17.0640284243517	143.100659734744	3.33750794910273e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
FILIP1L	3.5726770234785	3.94200098260173	24.4689603794322	1.45035392386557e-11	1.73298041416221e-09	16.9921626794716	35.1838380033029	3.36539763793152e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
SDC3	-3.12065107754177	5.63034830529273	-24.3369833873558	1.54521662494528e-11	1.83013288333432e-09	17.0045680796823	208.71179027638	3.55406491172128e-10	1.17163055598747e-07	0.194197095964208	0.193156569397126	TRUE
